study_id,condition
NCT04731272,Abnormal Glucose Tolerance
NCT04731272,Diabetes
NCT00940472,Diabetes Type 2
NCT01095445,Chronic Hepatitis C
NCT00893945,Brain Tumors
NCT04588545,HER2-positive Breast Cancer
NCT04588545,Leptomeningeal Metastasis
NCT04588545,Leptomeningeal Disease
NCT02443545,Iron Overload
NCT02443545,Sickle Cell Disease
NCT02443545,Other Anemias
NCT05535972,"Pulmonary Disease, Chronic Obstructive"
NCT02226172,Primary Myelofibrosis; Post-polycythemia Vera Myelofibrosis; Post-essential Thrombocythemia Myelofibrosis
NCT00257972,Bipolar Disorder
NCT07168395,Gastric Varices
NCT02726295,Constipation
NCT05016895,Child Mortality
NCT03484195,Colonic Neoplasms
NCT03484195,Drug Therapy
NCT02489695,Papillary Renal Cell Carcinoma
NCT05565495,Extracorporeal Membrane Oxygenation
NCT05431595,Delirium
NCT05431595,Epileptics
NCT05431595,Neuroleptics
NCT00318539,Obsessive Compulsive Disorder
NCT07018739,"Hypoxic-Ischemic Encephalopathy, Neonatal"
NCT07018739,"Brain Injuries, Hypoxic-Ischemic"
NCT01293539,Retinoblastoma
NCT01210339,Healthy Volunteers
NCT06250777,Non Small Cell Lung Cancer
NCT04456777,Cognitive Deficit
NCT05821777,Advanced Solid Tumor
NCT02070939,Healthy
NCT07204977,Amyotrophic Lateral Sclerosis
NCT07204977,Motor Neuron Disease
NCT00164177,Colonoscopy
NCT05400577,Non-Small Cell Lung Cancer
NCT03460977,Metastatic Castration Resistant Prostate Cancer (mCRPC)
NCT03460977,Small Cell Lung Cancer (SCLC)
NCT03460977,Follicular Lymphoma (FL)
NCT03990077,Nsclc
NCT02631577,"Lymphoma, Follicular"
NCT04062357,Lidocaine Spray
NCT00600301,Diffuse Diabetic Macular Edema
NCT01753401,Systemic Lupus Erythematosus (SLE)
NCT00002501,Lymphoma
NCT00016601,HIV Infections
NCT01930812,Bone Metastases From Breast or Prostate Cancer
NCT00504712,Hypogonadism
NCT00504712,Peripheral Vascular Disease
NCT00504712,Type 2 Diabetes
NCT00923481,Head and Neck Neoplasms
NCT00923481,Pheochromocytoma
NCT00923481,Colorectal Neoplasms
NCT00923481,"Carcinoma, Non-Small-Cell Lung"
NCT00923481,"Carcinoma, Renal Cell"
NCT03289481,Heart Failure With Normal Ejection Fraction
NCT06973681,Overweight or Obesity
NCT01291381,Allergic Rhinitis
NCT01291381,Effects of Immunotherapy
NCT00356681,Breast Neoplasms
NCT00356681,Breast Tumors
NCT00356681,Breast Cancer
NCT00356681,Locally Recurrent and Metastatic Breast Cancer
NCT01879228,Cystic Fibrosis
NCT01879228,Pancreatic Insufficiency
NCT02397928,Malignant Pleural Mesothelioma
NCT04745728,Idiopathic Membranous Nephropathy
NCT01859728,Biliary Cancer
NCT06780670,Prostate Cancer
NCT00143273,Osteoporosis
NCT00231673,Diabetic Neuropathies
NCT00231673,"Diabetes Mellitus, Type 2"
NCT00231673,Polyneuropathies
NCT06501573,Healthy Volunteer
NCT00290069,Kidney Diseases
NCT00290069,Graft Rejection
NCT01456169,Essential Hypertension
NCT03842969,Huntington Disease
NCT01296269,Healthy
NCT04902183,Covid19
NCT01338883,HIV-1 Infection
NCT04936841,Head and Neck Cancer
NCT02953054,"Pain, Postoperative"
NCT01499654,Myocardial Infarction
NCT01499654,Ischemic Heart Disease
NCT00858754,Opioid-Induced Constipation
NCT05053854,Neuroendocrine Tumors
NCT00211354,Retinal Vein Occlusion
NCT02233205,Gastrointestinal Neoplasms
NCT00445705,Fibromyalgia
NCT00786305,Pneumonia
NCT06539494,MASLD
NCT02454894,Spinal Puncture Complications
NCT03603756,Esophageal Squamous Cell Carcinoma
NCT01504256,Gastric Adenocarcinoma With Peritoneal Carcinomatosis
NCT01504256,Siewert Type II Adenocarcinoma of Esophagogastric Junction With Peritoneal Carcinomatosis
NCT01504256,Siewert Type III Adenocarcinoma of Esophagogastric Junction With Peritoneal Carcinomatosis
NCT00006156,Healthy
NCT00006156,Premature Ovarian Failure
NCT04692766,Pericarditis
NCT02295566,Cystic Fibrosis
NCT04928066,"Arthritis, Rheumatoid"
NCT01909466,Schizophrenia
NCT01909466,Mental Disorder
NCT01909466,Nervous System Diseases
NCT00124956,Cancer
NCT06813651,Ischemic Stroke
NCT06813651,Tandem Occlusion
NCT02930551,Neuropathic Pain
NCT02930551,Neuroma
NCT00881751,Liver Cancer
NCT04146051,"Myasthenia Gravis, Generalized"
NCT00376051,Frontotemporal Dementia
NCT00520351,Myopia
NCT07435051,Osteomyelitis (Refractory)
NCT00006251,Acute Undifferentiated Leukemia
NCT00006251,Adult Nasal Type Extranodal NK/T-cell Lymphoma
NCT00006251,Anaplastic Large Cell Lymphoma
NCT00006251,Angioimmunoblastic T-cell Lymphoma
NCT00006251,Childhood Burkitt Lymphoma
NCT00006251,Childhood Diffuse Large Cell Lymphoma
NCT00006251,Childhood Grade III Lymphomatoid Granulomatosis
NCT00006251,Childhood Immunoblastic Large Cell Lymphoma
NCT00006251,Childhood Myelodysplastic Syndromes
NCT00006251,Childhood Nasal Type Extranodal NK/T-cell Lymphoma
NCT00006251,Chronic Myelomonocytic Leukemia
NCT00006251,Cutaneous B-cell Non-Hodgkin Lymphoma
NCT00006251,de Novo Myelodysplastic Syndromes
NCT00006251,Extranodal Marginal Zone B-cell Lymphoma of Mucosa-associated Lymphoid Tissue
NCT00006251,Hepatosplenic T-cell Lymphoma
NCT00006251,Intraocular Lymphoma
NCT00006251,Juvenile Myelomonocytic Leukemia
NCT00006251,Mast Cell Leukemia
NCT00006251,"Myelodysplastic/Myeloproliferative Neoplasm, Unclassifiable"
NCT00006251,Myeloid/NK-cell Acute Leukemia
NCT00006251,Nodal Marginal Zone B-cell Lymphoma
NCT00006251,Noncutaneous Extranodal Lymphoma
NCT00006251,Peripheral T-cell Lymphoma
NCT00006251,Post-transplant Lymphoproliferative Disorder
NCT00006251,Previously Treated Myelodysplastic Syndromes
NCT00006251,Primary Systemic Amyloidosis
NCT00006251,Recurrent Adult Acute Lymphoblastic Leukemia
NCT00006251,Recurrent Adult Acute Myeloid Leukemia
NCT00006251,Recurrent Adult Burkitt Lymphoma
NCT00006251,Recurrent Adult Diffuse Large Cell Lymphoma
NCT00006251,Recurrent Adult Diffuse Mixed Cell Lymphoma
NCT00006251,Recurrent Adult Diffuse Small Cleaved Cell Lymphoma
NCT00006251,Recurrent Adult Grade III Lymphomatoid Granulomatosis
NCT00006251,Recurrent Adult Hodgkin Lymphoma
NCT00006251,Recurrent Adult Immunoblastic Large Cell Lymphoma
NCT00006251,Recurrent Adult Lymphoblastic Lymphoma
NCT00006251,Recurrent Adult T-cell Leukemia/Lymphoma
NCT00006251,Recurrent Childhood Acute Lymphoblastic Leukemia
NCT00006251,Recurrent Childhood Acute Myeloid Leukemia
NCT00006251,Recurrent Childhood Anaplastic Large Cell Lymphoma
NCT00006251,Recurrent Childhood Grade III Lymphomatoid Granulomatosis
NCT00006251,Recurrent Childhood Large Cell Lymphoma
NCT00006251,Recurrent Childhood Lymphoblastic Lymphoma
NCT00006251,Recurrent Childhood Small Noncleaved Cell Lymphoma
NCT00006251,Recurrent Cutaneous T-cell Non-Hodgkin Lymphoma
NCT00006251,Recurrent Grade 1 Follicular Lymphoma
NCT00006251,Recurrent Grade 2 Follicular Lymphoma
NCT00006251,Recurrent Grade 3 Follicular Lymphoma
NCT00006251,Recurrent Mantle Cell Lymphoma
NCT00006251,Recurrent Marginal Zone Lymphoma
NCT00006251,Recurrent Mycosis Fungoides/Sezary Syndrome
NCT00006251,Recurrent Renal Cell Cancer
NCT00006251,Recurrent Small Lymphocytic Lymphoma
NCT00006251,Recurrent/Refractory Childhood Hodgkin Lymphoma
NCT00006251,Refractory Chronic Lymphocytic Leukemia
NCT00006251,Refractory Hairy Cell Leukemia
NCT00006251,Refractory Multiple Myeloma
NCT00006251,Small Intestine Lymphoma
NCT00006251,Splenic Marginal Zone Lymphoma
NCT00006251,Stage II Multiple Myeloma
NCT00006251,Stage III Multiple Myeloma
NCT00006251,T-cell Large Granular Lymphocyte Leukemia
NCT00006251,Testicular Lymphoma
NCT00006251,Waldenström Macroglobulinemia
NCT00002951,Esophageal Cancer
NCT00002951,Head and Neck Cancer
NCT06707051,Heavy. Mentrual Bleeding
NCT06707051,Abormal utèrine Bleeding
NCT06707051,Bleeding
NCT06707051,Uterine Bleeding
NCT06707051,Hypersensitivity Response
NCT06707051,GI Disturbance
NCT06707051,Agranulocytosis
NCT06707051,Bleeding Pattern
NCT06707051,Endometrial
NCT06707051,Endometrial Bleeding
NCT02677051,Autism
NCT02677051,Autistic Disorder
NCT02677051,Autism Spectrum Disorder
NCT02677051,Autistic Behavior
NCT02843451,Body Dysmorphic Disorder
NCT03403751,Acute Kidney Injury
NCT03403751,Peritonitis
NCT03403751,Necrotizing Soft Tissue Infection
NCT03502551,Suicide
NCT03502551,Suicidal Ideation
NCT02076451,Advanced Solid Tumor
NCT02076451,Lymphoma
NCT02612051,Idiopathic Pulmonary Fibrosis
NCT02950051,Chronic Lymphocytic Leukemia
NCT03598751,Psoriatic Arthritis
NCT06237751,Central Venous Pressure
NCT06237751,Hepatectomy
NCT06237751,Hemodynamics Instability
NCT06237751,Sildenafil
NCT03675802,GYN Disorders
NCT06278402,Alopecia Areata
NCT06278402,Alopecia Totalis
NCT06278402,Alopecia Universalis
NCT00291902,Coronary Heart Disease
NCT01986231,Type 1 Diabetes Mellitus
NCT02477631,Myelodysplastic Syndrome With Low-grade Lesions
NCT02477631,Iron Overload Due to Repeated Red Blood Cell Transfusions
NCT03681431,Infectious Endocarditis
NCT01164956,Cancer
NCT01722422,Septic Shock
NCT01722422,Adult Respiratory Distress Syndrome
NCT05847322,Healthy Volunteer Study
NCT02313922,Psoriasis
NCT02248753,Atrial Fibrillation
NCT00531453,Multiple Myeloma
NCT02407353,Healthy Subjects
NCT00084253,HIV Infections
NCT03296137,Cancer
NCT04049253,Muscle Acidosis
NCT01246037,Idiopathic Pulmonary Arterial Hypertension
NCT04639245,Anatomic Stage IV Breast Cancer AJCC v8
NCT04639245,Metastatic Lung Non-Small Cell Carcinoma
NCT04639245,Metastatic Malignant Solid Neoplasm
NCT04639245,Metastatic Triple-Negative Breast Carcinoma
NCT04639245,Metastatic Urothelial Carcinoma
NCT04639245,Stage IV Lung Cancer AJCC v8
NCT02148445,Smoking
NCT02148445,"Pulmonary Disease, Chronic Obstructive"
NCT02148445,Tobacco Use Disorder
NCT00603772,Healthy
NCT02205372,Diabetic Nephropathy
NCT00576472,Acute Lymphoblastic Leukemia
NCT00576472,Brain Tumors
NCT06322095,Patients With Advanced Solid Tumor
NCT06322095,Advanced Solid Tumor With Oncogenic Driver Mutations
NCT06861439,Obesity
NCT03213639,Preeclampsia
NCT05318339,"Carcinoma, Transitional Cell"
NCT05318339,HER-2 Gene Amplification
NCT00323557,Leukemia
NCT03322657,Neuromuscular Blockade
NCT03322657,Anesthesia
NCT01672775,"Carcinoma, Renal Cell"
NCT01672775,Renal Cell Carcinoma of Papillary Histology
NCT01672775,Renal Cell Carcinoma With Clear Cell Histology
NCT01672775,Renal Cell Carcinoma With Non-Clear Cell Histology
NCT01941875,Infertility
NCT04874675,Impacted Third Molar Tooth
NCT04874675,PAIN
NCT06334575,Chronic Obstructive Pulmonary Disease
NCT00005875,Melanoma (Skin)
NCT01659775,Chemotherapy-induced Acute or Delayed Nausea and Vomiting (CINV)
NCT02194257,Healthy
NCT02878057,Breast Cancer
NCT00463801,Staphylococcal Skin Infections
NCT01473901,Glioblastoma
NCT06037577,Nonalcoholic Steatohepatitis (NASH)
NCT06037577,Primary Sclerosing Cholangitis (PSC)
NCT06037577,Systemic Sclerosis (SSc)
NCT04585477,Non-small Cell Lung Cancer
NCT04585477,Non-small Cell Lung Cancer Stage I
NCT04585477,Non-small Cell Lung Cancer Stage II
NCT04585477,Non-small Cell Lung Cancer Stage III
NCT00061477,Mesothelioma
NCT06833112,Ankylosing Spondylitis
NCT02000375,Metastatic Breastcancer
NCT02000375,Estrogen Receptor Positive Breast Cancer
NCT02000375,Estrogen Receptor Negative Neoplasm
NCT02000375,Progesterone Receptor Positive Tumor
NCT02000375,Progesterone Receptor Negative Neoplasm
NCT02000375,Androgen Receptor Gene Overexpression
NCT02004275,Multiple Myeloma in Relapse
NCT03068481,Parkinson Disease
NCT03453281,Diabetic Macular Edema
NCT03453281,Diabetic Retinopathy
NCT03453281,Clinically Significant Macular Edema
NCT02497781,Complicated Urinary Tract Infections
NCT07466628,Caffine
NCT07466628,Placebo - Control
NCT07466628,No Pill
NCT00758628,Diabetic Macular Edema
NCT02808728,Osteoarthritis
NCT02808728,Total Knee Arthroplasty
NCT02808728,Pain Management
NCT00874328,Advanced Non-Small Cell Lung Cancer
NCT01803828,Diabetic Cardiomyopathy
NCT01803828,Diabetes Mellitus Type 2
NCT05788328,Healthy
NCT03860428,Patent Ductus Arteriosus
NCT02815228,Sunscreening Agents
NCT00004228,Lymphoma
NCT03349073,Advanced Refractory Solid Tumors
NCT03263273,Rosacea
NCT03263273,Papulopustular Rosacea
NCT01018173,Diabetes Mellitus Type 2
NCT06327269,High Risk of Recurrence
NCT03586869,Pancreatic Cancer
NCT05156983,Coagulation Disorder
NCT02481141,"Diabetes Mellitus, Type 2"
NCT01022541,Metastatic Colorectal Cancer
NCT03698383,HER2-positive Breast Cancer
NCT03698383,Metastatic Breast Cancer
NCT01068054,"Keratoconjunctivitis, Vernal"
NCT02540954,Macular Degeneration
NCT00753454,Rheumatoid Arthritis
NCT02186405,Subclinical hypothyroïdism
NCT00673569,Lung Cancer
NCT06107569,Clostridium Difficile Infections
NCT07266805,Acquired Angioedema Due to C1-Inhibitor Deficiency (AAE-C1-INH)
NCT06533605,Advanced Solid Tumors Patients
NCT00153166,Arterial Occlusive Disease
NCT00153166,Intermittent Claudication
NCT00153166,Insulin Resistance
NCT00190866,Fibromyalgia
NCT02762266,Child-Pugh Class A
NCT02762266,Child-Pugh Class B
NCT02762266,Recurrent Hepatocellular Carcinoma
NCT04921566,Bioequivalence
NCT00262522,Human Immunodeficiency Virus Infections
NCT02783222,Breast Cancer
NCT02137356,Rectal Neoplasms
NCT02194556,EGFR Positive Non-small Cell Lung Cancer
NCT02194556,Adenocarcinoma
NCT02072356,Adult Primary Hepatocellular Carcinoma
NCT02072356,Advanced Adult Primary Liver Cancer
NCT02072356,Localized Unresectable Adult Primary Liver Cancer
NCT02072356,Recurrent Adult Primary Liver Cancer
NCT01473056,"Hepatitis C Virus Infection, Response to Therapy of"
NCT00358722,Chronic Kidney Failure
NCT05242822,"Solid Tumor, Adult"
NCT05242822,Intrahepatic Cholangiocarcinoma
NCT05242822,Urothelial Carcinoma
NCT00120822,Malaria
NCT02661022,Multiple Myeloma
NCT02131922,Periodontitis
NCT02131922,Hypertension
NCT02157922,Cystic Fibrosis
NCT00386529,Well-controlled Hypertension
NCT01269229,Rectal Cancer
NCT04147351,NSCLC Stage IIIB~IV
NCT06461429,Preterm Birth
NCT03150329,Grade 3b Follicular Lymphoma
NCT03150329,"Recurrent B-Cell Lymphoma, Unclassifiable, With Features Intermediate Between DLBCL and Classic HL"
NCT03150329,Recurrent Classic Hodgkin Lymphoma
NCT03150329,Recurrent Diffuse Large B-Cell Lymphoma
NCT03150329,Recurrent Follicular Lymphoma
NCT03150329,Recurrent Grade 1 Follicular Lymphoma
NCT03150329,Recurrent Grade 2 Follicular Lymphoma
NCT03150329,Recurrent Grade 3a Follicular Lymphoma
NCT03150329,Recurrent Primary Mediastinal (Thymic) Large B-Cell Cell Lymphoma
NCT03150329,Recurrent Transformed Non-Hodgkin Lymphoma
NCT03150329,"Refractory B-Cell Lymphoma, Unclassifiable, With Features Intermediate Between DLBCL and Classic HL"
NCT03150329,Refractory Classic Hodgkin Lymphoma
NCT03150329,Refractory Diffuse Large B-Cell Lymphoma
NCT03150329,Refractory Follicular Lymphoma
NCT03150329,Refractory Primary Mediastinal (Thymic) Large B-Cell Cell Lymphoma
NCT03150329,Refractory Transformed Non-Hodgkin Lymphoma
NCT00961831,Neoplasm
NCT00570531,Loco-regional Esophageal Cancer
NCT00031031,Solid Tumors Refractory To Standard Therapy
NCT00031031,Neoplasms
NCT02719431,Healthy
NCT04365231,COVID19
NCT01281631,Amyotrophic Lateral Sclerosis
NCT05702931,Hyperglycemia
NCT05702931,Renal Transplant Complication Primary Non-Function
NCT05702931,Diabetes
NCT06235931,Breast Neoplasms
NCT00003231,Lung Cancer
NCT01750931,"Arthritis, Rheumatoid"
NCT05109702,Dry Eye
NCT04814056,NRG1-fused Non-small Cell Lung Cancer
NCT04985656,Myelodysplastic Syndromes (MDS)
NCT00842556,Type 2 Diabetes Mellitus
NCT02519556,Atopic Dermatitis
NCT02551237,Rectal Carcinoma
NCT04278937,Preterm Birth
NCT06485245,MASH
NCT00141037,Kidney Diseases
NCT00141037,Kidney Transplantation
NCT00141037,Kidney Transplant
NCT00141037,Renal Transplantation
NCT00141037,Renal Transplant
NCT01520545,Severe Spasticity
NCT00735072,HIV Infection
NCT00326872,Neurofibromatosis Type 1
NCT00326872,Plexiform Neurofibroma
NCT00326872,Spinal Cord Neurofibroma
NCT00691795,Labor Pain
NCT05389995,Kidney Stone
NCT00041795,Peripheral Nervous System Diseases
NCT00041795,Chemotherapy-Induced Peripheral Neuropathy
NCT02877095,Acute Heart Failure
NCT06464939,Dentin Hypersensitivity
NCT01063439,Non Hodgkin's Lymphoma
NCT04676139,Nocturnal Enuresis
NCT06513039,Alveolar Bone Loss
NCT05215977,"Osteoporosis, Postmenopausal"
NCT01943877,Chronic Periodontitis
NCT02664077,Stage III (IIIB or IIIC) Colon Cancer
NCT07477977,Open Heart Surgery
NCT02300077,Post-operative Pain
NCT02300077,Anesthesia
NCT07301775,Diabetic Retinopathy (DR)
NCT07301775,Diabetic Macular Edema (DME)
NCT07301775,Cataract
NCT07301775,Phacoemulfisication+IOL Implantation
NCT07301775,Intravitreal Injection
NCT00203775,Psychosis
NCT00203775,Aggression
NCT02170857,Chronic Periodontitis With Infra-bony Defects
NCT07012057,Myositis
NCT07012057,Dermatomyositis
NCT03395977,Oxidative Stress
NCT03395977,Endothelial Function
NCT03395977,Cardiovascular System
NCT03395977,Hypertension
NCT07493577,Aneurysmal Subarachnoid Hemorrhage
NCT00173875,Non-Small Cell Lung Cancer
NCT05394857,Active Moderate to Severe Graves' Orbitopathy
NCT05494957,Nontuberculous Mycobacterial Lung Disease
NCT01120457,Acute Myelogenous Leukemia
NCT01120457,Diffuse Large B-Cell Leukemia
NCT01120457,Chronic Lymphocytic Leukemia
NCT01120457,Follicular Lymphoma
NCT04417101,Myofascial Pain Syndrome
NCT02976701,ST Elevation Myocardial Infarction
NCT01735201,Rosacea
NCT01735201,Erythema
NCT02273401,Healthy
NCT00313001,Diabetes
NCT00313001,"Diabetes Mellitus, Type 2"
NCT00366301,Type 2 Diabetes
NCT03308201,Breast Cancer
NCT01839812,Adrenal Cortex Diseases
NCT01839812,Infant Morbidity
NCT05070312,Healthy Volunteer
NCT01819012,Valvular Heart Disease
NCT01819012,Ischemic Heart Disease
NCT05499312,Gout
NCT03113812,Alzheimer's Disease
NCT03246581,Healthy
NCT01027481,Retinal Vein Occlusion
NCT01169519,Heart Disease
NCT03961919,Acute Myeloid Leukemia
NCT03961919,Myelodysplastic Syndromes
NCT03961919,Transplant-Related Hematologic Malignancy
NCT03765619,Ankle Fractures
NCT02700919,"Pulmonary Disease, Chronic Obstructive"
NCT00815919,Chronic Graft Versus Host Disease
NCT00315328,Amblyopia
NCT01373528,Chronic Rhinosinusitis
NCT05667428,Hematopoietic Stem Cell Transplantation
NCT05667428,Premature Ovarian Failure
NCT00861328,Advanced Solid Tumors
NCT00096967,Breast Cancer
NCT00096967,Colorectal Cancer
NCT00096967,Metastases
NCT02202200,Melanoma BRAF V600E/K Mutated
NCT02202200,CDNKN2A Loss Defined
NCT06942000,Post Spinal Anesthesia Shivering
NCT06154200,Aqueous Tear Deficiency
NCT06154200,Meibomian Gland Dysfunction of Bilateral Eyes (Disorder)
NCT00507000,Tuberculosis
NCT00637000,Opioid-related Disorders
NCT03413800,Relapsed Hematologic Malignancy
NCT03413800,Multiple Myeloma
NCT06647407,Meningococcal Immunization
NCT06647407,Healthy Volunteers
NCT00003396,Leukemia
NCT00003396,Lymphoma
NCT00003396,Multiple Myeloma and Plasma Cell Neoplasm
NCT00003396,Myelodysplastic Syndromes
NCT03827096,Degenerative Disc Disease
NCT07142980,Advanced Solid Tumors Harboring RAS Mutations or Amplifications
NCT03125980,Locally Advanced Colon Cancer
NCT00161980,Breast Cancer
NCT00161980,Lumpectomy
NCT00161980,Mastectomy Plus Axillary Lymph Node Dissection
NCT00161980,Lymphatic Leakage
NCT04100096,Borderline Personality Disorder
NCT06800196,"Solid Tumors with FGFR2 Alterations, Adult"
NCT01914796,Healthy
NCT05177796,Anatomic Stage III Breast Cancer AJCC v8
NCT05177796,Anatomic Stage IIIA Breast Cancer AJCC v8
NCT05177796,Anatomic Stage IIIB Breast Cancer AJCC v8
NCT05177796,Anatomic Stage IIIC Breast Cancer AJCC v8
NCT05177796,Anatomic Stage IV Breast Cancer AJCC v8
NCT05177796,Breast Inflammatory Carcinoma
NCT05177796,Invasive Breast Carcinoma
NCT05177796,Prognostic Stage III Breast Cancer AJCC v8
NCT05177796,Prognostic Stage IIIA Breast Cancer AJCC v8
NCT05177796,Prognostic Stage IIIB Breast Cancer AJCC v8
NCT05177796,Prognostic Stage IIIC Breast Cancer AJCC v8
NCT05177796,Prognostic Stage IV Breast Cancer AJCC v8
NCT05177796,Triple-Negative Breast Carcinoma
NCT02790580,Breast Cancer
NCT04149379,Cerebral Stroke
NCT00454896,"Urinary Bladder, Overactive"
NCT02832362,Common Cold
NCT00853762,Relapsing Multiple Sclerosis
NCT00506246,General Anaesthesia
NCT00506246,Induction of Anaesthesia
NCT02250846,Asymptomatic Brain Metastases of Non Small Cell Lung Cancer
NCT05746546,Depressive Disorder
NCT07428746,"Diabetes Mellitus, Type 2"
NCT06361446,Migraine
NCT05302388,Asymptomatic Hyperuricemia
NCT06472388,Neuroendocrine Tumors
NCT06472388,Progression
NCT06472388,Neuroendocrine Tumor Grade 1
NCT06472388,Neuroendocrine Tumor Grade 2
NCT06472388,Neuroendocrine Tumor of Pancreas
