study_id,sponsor_name,sponsor_type
NCT00002583,Eastern Cooperative Oncology Group,NETWORK
NCT00002583,Cancer and Leukemia Group B,NETWORK
NCT03731741,Tanta University,OTHER
NCT00000941,National Institute of Allergy and Infectious Diseases (NIAID),NIH
NCT00343941,GlaxoSmithKline,INDUSTRY
NCT00288041,National Cancer Institute (NCI),NIH
NCT02721641,Hoffmann-La Roche,INDUSTRY
NCT07323641,Jonsson Comprehensive Cancer Center,OTHER
NCT07323641,AbbVie,INDUSTRY
NCT02021669,Washington University School of Medicine,OTHER
NCT02021669,"National Heart, Lung, and Blood Institute (NHLBI)",NIH
NCT00093405,Memorial Sloan Kettering Cancer Center,OTHER
NCT00093405,National Cancer Institute (NCI),NIH
NCT00443105,Assaf-Harofeh Medical Center,OTHER_GOV
NCT00924105,Cytos Biotechnology AG,INDUSTRY
NCT06720805,University of Roma La Sapienza,OTHER
NCT01507766,Nanjing University School of Medicine,OTHER
NCT01507766,"Jinling Hospital, China",OTHER
NCT00394966,Schering-Plough,INDUSTRY
NCT00886366,AstraZeneca,INDUSTRY
NCT06696794,Shaogang Wang,OTHER
NCT03067194,Chong Kun Dang Pharmaceutical,INDUSTRY
NCT01263366,"ProCertus BioPharm, Inc",INDUSTRY
NCT01263366,"University of Wisconsin, Madison",OTHER
NCT04041856,Farabi Eye Hospital,OTHER
NCT06091956,Mayo Clinic,OTHER
NCT06091956,Bristol-Myers Squibb,INDUSTRY
NCT01661556,Universidad Autonoma de San Luis Potosí,OTHER
NCT01661556,"Hospital Central ""Dr. Ignacio Morones Prieto""",OTHER
NCT01296256,Grupo Español de Linfomas y Transplante Autólogo de Médula Ósea,OTHER
NCT05686356,The Aurum Institute NPC,OTHER
NCT05686356,Ludwig-Maximilians - University of Munich,OTHER
NCT05686356,Stichting Katholieke Universiteit,OTHER
NCT05686356,Wits Health Consortium (Pty) Ltd,OTHER
NCT05686356,"Instituto Nacional de Saúde, Mozambique",OTHER_GOV
NCT05686356,"National Institute for Medical Research, Tanzania",OTHER_GOV
NCT05686356,University of Stellenbosch,OTHER
NCT05686356,"Sequella, Inc.",INDUSTRY
NCT05686356,Global Alliance for TB Drug Development,OTHER
NCT05849922,Sanofi,INDUSTRY
NCT03675022,Brigham and Women's Hospital,OTHER
NCT01746602,Medical University of Vienna,OTHER
NCT03842202,Novo Nordisk A/S,INDUSTRY
NCT02864602,"University Health Network, Toronto",OTHER
NCT03523702,Montefiore Medical Center,OTHER
NCT03523702,Merck Sharp & Dohme LLC,INDUSTRY
NCT03523702,University of Michigan,OTHER
NCT03523702,New York University,OTHER
NCT03523702,Henry Ford Cancer Institute,UNKNOWN
NCT05345002,"Stephen Bagley, MD, MSCE",OTHER
NCT05345002,Incyte Corporation,INDUSTRY
NCT05345002,Abramson Cancer Center at Penn Medicine,OTHER
NCT06778902,Daping Hospital and the Research Institute of Surgery of the Third Military Medical University,OTHER
NCT01573702,UNC Lineberger Comprehensive Cancer Center,OTHER
NCT01573702,"Astellas Pharma Global Development, Inc.",INDUSTRY
NCT04657302,Hoffmann-La Roche,INDUSTRY
NCT07275853,TCRx Therapeutics Co.Ltd,INDUSTRY
NCT07275853,Chinese Academy of Medical Sciences,OTHER
NCT00979953,"Cubist Pharmaceuticals LLC, a subsidiary of Merck & Co., Inc. (Rahway, New Jersey USA)",INDUSTRY
NCT00979953,Pfizer,INDUSTRY
NCT00969553,Boehringer Ingelheim,INDUSTRY
NCT01313637,GlaxoSmithKline,INDUSTRY
NCT06274853,National Center for Advancing Translational Sciences (NCATS),NIH
NCT06274853,"Leidos Biomedical Research, Inc.",INDUSTRY
NCT06274853,ICON plc,INDUSTRY
NCT03613753,ShengFa Su,OTHER
NCT06602453,"Genentech, Inc.",INDUSTRY
NCT02131753,University of Giessen,OTHER
NCT03143153,Bristol-Myers Squibb,INDUSTRY
NCT03143153,"Ono Pharmaceutical Co., Ltd.",INDUSTRY
NCT05337137,Bristol-Myers Squibb,INDUSTRY
NCT04466137,"Xiamen Amoytop Biotech Co., Ltd.",INDUSTRY
NCT04466137,"Cancer Institute and Hospital, Chinese Academy of Medical Sciences",OTHER
NCT00715637,Antisoma Research,INDUSTRY
NCT06865339,Montefiore Medical Center,OTHER
NCT06865339,Regeneron Pharmaceuticals,INDUSTRY
NCT06865339,Henry Ford Health System,OTHER
NCT06865339,NYU Langone Health,OTHER
NCT06865339,University of Michigan,OTHER
NCT02074839,Institut de Recherches Internationales Servier,OTHER
NCT00868439,"Relypsa, Inc.",INDUSTRY
NCT00868439,"Medpace, Inc.",INDUSTRY
NCT06527677,Antabio,INDUSTRY
NCT06527677,Clinical Research Center Kiel GmbH,OTHER
NCT02196077,"Pearl Therapeutics, Inc.",INDUSTRY
NCT06903273,National Cheng-Kung University Hospital,OTHER
NCT06903273,Kaohsiung Veterans General Hospital.,OTHER
NCT06903273,Chi Mei Medical Hospital,OTHER
NCT02039869,Virginia Commonwealth University,OTHER
NCT02039869,Medical University of South Carolina,OTHER
NCT02039869,Ochsner Health System,OTHER
NCT02033369,New York State Psychiatric Institute,OTHER
NCT02033369,Columbia University,OTHER
NCT02033369,"Research Foundation for Mental Hygiene, Inc.",OTHER
NCT02033369,Mclean Hospital,OTHER
NCT02033369,Icahn School of Medicine at Mount Sinai,OTHER
NCT02033369,National Institute of Mental Health (NIMH),NIH
NCT03065569,University of British Columbia,OTHER
NCT00363883,National Cancer Institute (NCI),NIH
NCT02689869,Ludwig-Maximilians - University of Munich,OTHER
NCT02689869,Hoffmann-La Roche,INDUSTRY
NCT02689869,Janssen-Cilag G.m.b.H,INDUSTRY
NCT05771883,ImmuneOnco Biopharmaceuticals (Shanghai) Inc.,OTHER
NCT02972983,McGill University Health Centre/Research Institute of the McGill University Health Centre,OTHER
NCT07011654,M.D. Anderson Cancer Center,OTHER
NCT07011654,Y-mAbs Therapeutics,INDUSTRY
NCT05270954,Artgen Biotech,OTHER
NCT05270954,Betuvax LLC,UNKNOWN
NCT05270954,CEG BIO LLC,UNKNOWN
NCT03141554,Mundipharma Manufacturing Pte Ltd.,INDUSTRY
NCT03141554,Singapore Polytechnic (SP),UNKNOWN
NCT02435654,Kunming Medical University,OTHER
NCT02435654,National Natural Science Foundation of China,OTHER_GOV
NCT05748054,King Abdullah University Hospital,OTHER
NCT05748054,Jordan University of Science and Technology,OTHER
NCT00388505,Novartis Pharmaceuticals,INDUSTRY
NCT04201405,University of Manchester,OTHER
NCT04201405,Orchard Therapeutics,INDUSTRY
NCT04201405,CTI Clinical Trial and Consulting Services,OTHER
NCT04201405,"University College, London",OTHER
NCT04201405,Great Ormond Street Hospital for Children NHS Foundation Trust,OTHER
NCT04201405,Manchester University NHS Foundation Trust,OTHER_GOV
NCT01047605,Pascoe Pharmazeutische Praeparate GmbH,INDUSTRY
NCT04019041,"Janssen Research & Development, LLC",INDUSTRY
NCT06660394,Longboard Pharmaceuticals,INDUSTRY
NCT04372394,Hutchison Medipharma Limited,INDUSTRY
NCT04052594,Eli Lilly and Company,INDUSTRY
NCT00269594,University of Minnesota,OTHER
NCT05643066,Fujian Provincial Hospital,OTHER
NCT01974622,"Manhattan Eye, Ear & Throat Hospital",OTHER
NCT03383822,"University Health Network, Toronto",OTHER
NCT06593756,Medical University of Vienna,OTHER
NCT06679556,Samson Clinical Operations Pty Ltd,INDUSTRY
NCT07668856,UMC Utrecht,OTHER
NCT07668856,Stichting Epilepsie Instellingen Nederland,OTHER
NCT07668856,Epilepsiecentrum Kempenhaeghe,INDUSTRY
NCT07668856,Erasmus Medical Center,OTHER
NCT07668856,Maastricht University Medical Center,OTHER
NCT07668856,ZonMw: The Netherlands Organisation for Health Research and Development,OTHER
NCT03142256,Desmond Tutu HIV Centre,OTHER
NCT03142256,Bill and Melinda Gates Foundation,OTHER
NCT03142256,National Institute of Mental Health (NIMH),NIH
NCT03142256,University of Washington,OTHER
NCT04442022,Karyopharm Therapeutics Inc,INDUSTRY
NCT01260922,Teva Pharmaceuticals USA,INDUSTRY
NCT05918822,Takeda,INDUSTRY
NCT03058822,Bristol-Myers Squibb,INDUSTRY
NCT04522622,Ditte Hansen,OTHER
NCT04522622,Odense University Hospital,OTHER
NCT04522622,Steno Diabetes Center Copenhagen,OTHER
NCT04522622,"Rigshospitalet, Denmark",OTHER
NCT04522622,Aalborg University Hospital,OTHER
NCT04343222,"University of Wisconsin, Madison",OTHER
NCT00110929,Amgen,INDUSTRY
NCT02675829,Memorial Sloan Kettering Cancer Center,OTHER
NCT02675829,"Genentech, Inc.",INDUSTRY
NCT03243331,Kathy Miller,OTHER
NCT04485702,Melt Pharmaceuticals,INDUSTRY
NCT04485702,Worldwide Clinical Trials,OTHER
NCT00559702,Biogen,INDUSTRY
NCT00559702,Elan Pharmaceuticals,INDUSTRY
NCT01126502,National Cancer Institute (NCI),NIH
NCT00698802,Novo Nordisk A/S,INDUSTRY
NCT07670702,Transcend Therapeutics,INDUSTRY
NCT05884502,Korea University Anam Hospital,OTHER
NCT02053766,"The University of Texas Health Science Center, Houston",OTHER
NCT07698756,"Chengdu Suncadia Medicine Co., Ltd.",INDUSTRY
NCT03284931,Biogen,INDUSTRY
NCT02029456,Ahi Evren Chest and Cardiovascular Surgery Education and Research Hospital,OTHER
NCT03374956,Mayo Clinic,OTHER
NCT03951753,Eli Lilly and Company,INDUSTRY
NCT01962753,"University Hospital, Tours",OTHER
NCT02169453,Bial - Portela C S.A.,INDUSTRY
NCT01394653,Astellas Pharma Inc,INDUSTRY
NCT01420653,"AFT Pharmaceuticals, Ltd.",INDUSTRY
NCT00935753,"University of California, San Diego",OTHER
NCT00935753,BioMarin Pharmaceutical,INDUSTRY
NCT03557437,Shanghai Jiao Tong University School of Medicine,OTHER
NCT00219037,Novartis,INDUSTRY
NCT02973737,"Jiangsu HengRui Medicine Co., Ltd.",INDUSTRY
NCT01077245,"Osel, Inc.",INDUSTRY
NCT05364645,SWOG Cancer Research Network,NETWORK
NCT05364645,National Cancer Institute (NCI),NIH
NCT03951337,Institut Cancerologie de l'Ouest,OTHER
NCT03951337,Fondation ARC,OTHER
NCT06538272,"Ono Pharmaceutical Co., Ltd.",INDUSTRY
NCT01559272,"Janssen Research & Development, LLC",INDUSTRY
NCT04029272,Peking Union Medical College Hospital,OTHER
NCT03587272,Robert Nickel,OTHER
NCT03587272,The Hospital for Sick Children,OTHER
NCT03587272,Levine Children's Hospital,OTHER
NCT03587272,Ann & Robert H Lurie Children's Hospital of Chicago,OTHER
NCT03587272,Nationwide Children's Hospital,OTHER
NCT03587272,Columbia University,OTHER
NCT03587272,Children's Hospital at Montefiore,OTHER
NCT03587272,Alberta Children's Hospital,OTHER
NCT00408772,"University of California, Davis",OTHER
NCT00408772,Sanofi,INDUSTRY
NCT00420472,Hoffmann-La Roche,INDUSTRY
NCT06119672,October 6 University,OTHER
NCT06119672,Cairo University,OTHER
NCT07222072,The Cleveland Clinic,OTHER
NCT02396537,University of Alabama at Birmingham,OTHER
NCT03536637,Dermata Therapeutics,INDUSTRY
NCT07269145,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.",INDUSTRY
NCT03928145,Hospital de Clinicas de Porto Alegre,OTHER
NCT03928145,Instituto de Cardiologia do Rio Grande do Sul,OTHER
NCT00906945,Washington University School of Medicine,OTHER
NCT00240045,University of Alberta,OTHER
NCT00240045,Novartis,INDUSTRY
NCT06873945,Pfizer,INDUSTRY
NCT04504045,University of Southern Denmark,OTHER
NCT04046445,Amal Therapeutics,INDUSTRY
NCT04046445,Boehringer Ingelheim,INDUSTRY
NCT00969072,GlaxoSmithKline,INDUSTRY
NCT01548872,Baskent University,OTHER
NCT07604272,Northwestern University,OTHER
NCT00087672,M.D. Anderson Cancer Center,OTHER
NCT00087672,Celgene Corporation,INDUSTRY
NCT00004795,National Center for Research Resources (NCRR),NIH
NCT00004795,Northwestern University,OTHER
NCT02610595,Shanghai University of Traditional Chinese Medicine,OTHER
NCT02610595,Fudan University,OTHER
NCT02610595,Ruijin Hospital,OTHER
NCT02610595,Shanghai 6th People's Hospital,OTHER
NCT02610595,"Xinhua Hospital, Shanghai Jiao Tong University School of Medicine",OTHER
NCT02610595,Changhai Hospital,OTHER
NCT02610595,Shanghai Putuo District Center Hospital,OTHER
NCT02610595,ShuGuang Hospital,OTHER
NCT02610595,Shanghai Yueyang Integrated Medicine Hospital,OTHER
NCT02610595,Shanghai Changzheng Hospital,OTHER
NCT02610595,Shanghai Minhang Central Hospital,OTHER
NCT02610595,Zhujiang Hospital,OTHER
NCT02610595,Guangxi Traditional Chinese Medical University,OTHER
NCT02610595,Huashan Hospital,OTHER
NCT02610595,The First Affiliated Hospital of Tianjin University of Traditional Chinese Medicine,OTHER
NCT02610595,Xinqiao Hospital of Chongqing,OTHER
NCT02610595,Guang'anmen Hospital of China Academy of Chinese Medical Sciences,OTHER
NCT02610595,Nanjing University of Traditional Chinese Medicine,OTHER
NCT02610595,Tongji Hospital,OTHER
NCT02610595,Chinese Academy of Sciences,OTHER_GOV
NCT02610595,RenJi Hospital,OTHER
NCT06558695,Saglik Bilimleri Universitesi,OTHER
NCT02905539,Universität des Saarlandes,OTHER
NCT01089439,Assistance Publique - Hôpitaux de Paris,OTHER
NCT01089439,Mallinckrodt,INDUSTRY
NCT00326339,Rigel Pharmaceuticals,INDUSTRY
NCT00497939,"Hospital Authority, Hong Kong",OTHER_GOV
NCT04633239,National Cancer Institute (NCI),NIH
NCT01794039,Mayo Clinic,OTHER
NCT01794039,National Cancer Institute (NCI),NIH
NCT06419439,VA Office of Research and Development,FED
NCT01991977,Mayo Clinic,OTHER
NCT03356977,Pfizer,INDUSTRY
NCT06629077,"University of Wisconsin, Madison",OTHER
NCT06629077,National Institute of Neurological Disorders and Stroke (NINDS),NIH
NCT00413075,Valerio Therapeutics,INDUSTRY
NCT00413075,"Spectrum Pharmaceuticals, Inc",INDUSTRY
NCT00459875,Memorial Sloan Kettering Cancer Center,OTHER
NCT00459875,National Cancer Institute (NCI),NIH
NCT02029157,"Kyowa Kirin Co., Ltd.",INDUSTRY
NCT07703657,Yang Donglin,OTHER
NCT01341457,Eli Lilly and Company,INDUSTRY
NCT04339101,City of Hope Medical Center,OTHER
NCT04339101,National Cancer Institute (NCI),NIH
NCT04545801,Mongi Slim Hospital,OTHER
NCT05623501,University of Southern California,OTHER
NCT07245901,Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University,OTHER
NCT07245901,"Zenith Institute of Medical Sciences, Guangzhou",UNKNOWN
NCT04947501,Memorial Sloan Kettering Cancer Center,OTHER
NCT00788801,Abbott,INDUSTRY
NCT00791401,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",INDUSTRY
NCT00119301,Memorial Sloan Kettering Cancer Center,OTHER
NCT00119301,National Cancer Institute (NCI),NIH
NCT02745912,"Orexigen Therapeutics, Inc",INDUSTRY
NCT01431573,New York State Psychiatric Institute,OTHER
NCT00759473,Medical University of South Carolina,OTHER
NCT00759473,National Institute on Drug Abuse (NIDA),NIH
NCT03943173,M.D. Anderson Cancer Center,OTHER
NCT03943173,National Cancer Institute (NCI),NIH
NCT05206773,Sanofi,INDUSTRY
NCT04360473,University of Sao Paulo General Hospital,OTHER
NCT05984173,Ain Shams University,OTHER
NCT00565773,"Allan D Kirk, MD, PhD",OTHER
NCT00565773,Bristol-Myers Squibb,INDUSTRY
NCT00565773,Duke University,OTHER
NCT02791269,Hoffmann-La Roche,INDUSTRY
NCT02331069,Universidad Abierta Interamericana,OTHER
NCT04560569,Frontier Biotechnologies Inc.,INDUSTRY
NCT02038569,LEO Pharma,INDUSTRY
NCT02514954,Adocia,INDUSTRY
NCT00470054,National Cancer Institute (NCI),NIH
NCT04432454,Sermonix Pharmaceuticals Inc.,INDUSTRY
NCT01962454,GlaxoSmithKline,INDUSTRY
NCT04085354,Sohag University,OTHER
NCT07570654,COMPASS Pathways,INDUSTRY
NCT04124705,Allergan,INDUSTRY
NCT04287205,Kanuni Sultan Suleyman Training and Research Hospital,OTHER
NCT02060305,National Taiwan University Hospital,OTHER
NCT05104905,Faron Pharmaceuticals Ltd,INDUSTRY
NCT02432105,Alcon Research,INDUSTRY
NCT06852105,He Eye Hospital,OTHER
NCT03553394,Uppsala University,OTHER
NCT03080805,"Jiangsu HengRui Medicine Co., Ltd.",INDUSTRY
NCT01297894,Mahidol University,OTHER
NCT03174366,Western University of Health Sciences,OTHER
NCT02331251,Western Regional Medical Center,OTHER
NCT04705051,Sanofi,INDUSTRY
NCT01045551,Julian M. Mackay-Wiggan,OTHER
NCT01045551,Celgene Corporation,INDUSTRY
NCT02251951,Hellenic Oncology Research Group,OTHER
NCT05897151,Mahmoud Rashad Ahmed,OTHER
NCT07121751,Dunamenti REK Istenhegyi IVF Center,OTHER
NCT07121751,Dunamenti REK Gyor Clinic,UNKNOWN
NCT07121751,Dunamenti REK Pannon Clinic,UNKNOWN
NCT07121751,Szeged University,OTHER
NCT04154722,Ziauddin University,OTHER
NCT01086722,Fundacion IMIM,OTHER
NCT01086722,Parc de Salut Mar,OTHER
NCT05511922,"KalVista Pharmaceuticals, Ltd.",INDUSTRY
NCT01418729,Hospital Donostia,OTHER
NCT01418729,INSTITUTO BIODONOSTIA,UNKNOWN
NCT06037031,Pfizer,INDUSTRY
NCT03964337,Duke University,OTHER
NCT03964337,Exelixis,INDUSTRY
NCT03235037,Bennett Lavenstein,OTHER
NCT06762145,Xiao-dong Zhuang,OTHER
NCT01386645,Seattle Institute for Biomedical and Clinical Research,OTHER
NCT01386645,VA Puget Sound Health Care System,FED
NCT02616445,Actinogen Medical,INDUSTRY
NCT02616445,Novotech (Australia) Pty Limited,INDUSTRY
NCT02616445,Linear Clinical Research,INDUSTRY
NCT04377945,Bukwang Pharmaceutical,INDUSTRY
NCT06249945,National Taiwan University Hospital,OTHER
NCT06249945,Shin Kong Wu Ho-Su Memorial Hospital,OTHER
NCT07673445,Chongqing Medical University,OTHER
NCT07673445,First Affiliated Hospital of Chongqing Medical University,OTHER
NCT05970172,"Astellas Pharma Global Development, Inc.",INDUSTRY
NCT02032095,Japan Blood Products Organization,INDUSTRY
NCT01108939,Swiss Federal Institute of Technology,OTHER
NCT01108939,European Union,OTHER
NCT02232139,University Medicine Greifswald,OTHER
NCT02232139,"Department of Anesthesiology, Hospital Dresden-Friedrichstadt, Dresden, Germany",UNKNOWN
NCT05185739,"University College, London",OTHER
NCT05185739,Merck Sharp & Dohme LLC,INDUSTRY
NCT02605239,University of Chile,OTHER
NCT06548139,Changchun BCHT Biotechnology Co.,INDUSTRY
NCT06548139,The First Affiliated Hospital of Yunnan University of Traditional Chinese Medicine,UNKNOWN
NCT06548139,Anning City First People's Hospital,UNKNOWN
NCT06548139,Yunnan Central Hospital,UNKNOWN
NCT06548139,"Beijing Contreke Statistical Technology Co., LTD",UNKNOWN
NCT06548139,"Military Science Zhengyuan (Beijing) Pharmaceutical Research Co., LTD",UNKNOWN
NCT00623077,"Masonic Cancer Center, University of Minnesota",OTHER
NCT00168077,CSL Behring,INDUSTRY
NCT03991377,Parc de Salut Mar,OTHER
NCT03991377,Consorci Hospitalari de Vic,OTHER
NCT03991377,Hospital Mutua de Terrassa,OTHER
NCT03991377,Althaia Xarxa Assistencial Universitària de Manresa,OTHER
NCT00249977,University of New Mexico,OTHER
NCT05685277,Pharmtechnology LLC,INDUSTRY
NCT05685277,"Ligand Research, LLC",NETWORK
NCT00223275,University of Texas Southwestern Medical Center,OTHER
NCT00335075,Merck Sharp & Dohme LLC,INDUSTRY
NCT04892875,Jennifer Choe,OTHER
NCT04892875,"Arcus Biosciences, Inc.",INDUSTRY
NCT02112175,Celgene,INDUSTRY
NCT00508157,Bristol-Myers Squibb,INDUSTRY
NCT00508157,Otsuka America Pharmaceutical,INDUSTRY
NCT04423601,"Jiangsu HengRui Medicine Co., Ltd.",INDUSTRY
NCT06797401,Ribocure Pharmaceuticals AB,INDUSTRY
NCT04762901,Wake Forest University Health Sciences,OTHER
NCT04762901,"Tesaro, Inc.",INDUSTRY
NCT01792401,University of Malaya,OTHER
NCT00761501,AstraZeneca,INDUSTRY
NCT01110512,Azidus Brasil,INDUSTRY
NCT03285412,Massachusetts General Hospital,OTHER
NCT03285412,Novartis,INDUSTRY
NCT01236612,Radboud University Medical Center,OTHER
NCT06308419,M.D. Anderson Cancer Center,OTHER
NCT06308419,Aadi Bioscience,UNKNOWN
NCT03406819,The First Affiliated Hospital of Zhengzhou University,OTHER
NCT03406819,Anyang Regional Hospital,OTHER
NCT03406819,Huaihe Hospital of Henan University,OTHER
NCT03406819,The First Affiliated Hospital of Henan University of Science and Technology,OTHER
NCT03406819,Yellow River Sanmenxia hospital,UNKNOWN
NCT03406819,The Peoples' Hospital of Jiaozuo City,OTHER
NCT03406819,Jincheng People's Hospital,OTHER
NCT03406819,The second people's Hospital of Jiyuan,UNKNOWN
NCT03406819,Kaifeng Central Hospital,OTHER
NCT03406819,Lushan People's Hospital,UNKNOWN
NCT03406819,Nanyang Central Hospital,OTHER
NCT03406819,The Second People's Hospital of Pingdingshan,UNKNOWN
NCT03406819,Shenma Medical Group General Hospital,OTHER
NCT03406819,Puyang People's Hospital,UNKNOWN
NCT03406819,Puyang Oilfield General Hospital,OTHER
NCT03406819,The First People's Hospital of Shangqiu,UNKNOWN
NCT03406819,Yanshi People's Hospital,UNKNOWN
NCT03406819,The First People's Hospital of Xinmi,UNKNOWN
NCT03406819,First Affiliated Hospital of Xinjiang Medical University,OTHER
NCT03406819,Xinyang Central Hospital,OTHER
NCT03406819,People's Hospital of Zhengzhou University,OTHER
NCT03406819,Zhengzhou First People's Hospital,UNKNOWN
NCT03406819,"Chinese Academy of Medical Sciences, Fuwai Hospital",OTHER
NCT03406819,Zhengzhou Central Hospital,OTHER
NCT03406819,The 99th Central Hospital of the People's Liberation Army,UNKNOWN
NCT03406819,Zhoukou Central Hospital,OTHER
NCT03406819,The First People's Hospital of Zhumadian,UNKNOWN
NCT03406819,Zhumadian Central Hospital,OTHER
NCT05146219,"TYK Medicines, Inc",INDUSTRY
