study_id,intervention_name,intervention_type
NCT04936841,NKTR-214,DRUG
NCT04936841,anti-PD-1 therapy,DRUG
NCT04936841,Palliative Radiation,RADIATION
NCT02953054,DMTS,DRUG
NCT02953054,Placebo,DRUG
NCT01499654,Half-dose of the Tc99-m sestamibi (Cardiolite),DRUG
NCT00858754,methylnaltrexone,DRUG
NCT00858754,placebo,DRUG
NCT05053854,Talazoparib,DRUG
NCT00211354,Anecortave Acetate,DRUG
NCT02233205,ultrasonic microbubbles,DEVICE
NCT02233205,platinum and gemcitabine,DRUG
NCT00445705,placebo,DRUG
NCT00445705,AGN 203818,DRUG
NCT00786305,ceftazidime and amikacin,DRUG
NCT06539494,Omeprazole 40 MG,DRUG
NCT02454894,lidocaine,DRUG
NCT02454894,postoperative management,PROCEDURE
NCT03603756,SHR-1210,DRUG
NCT03603756,Apatinib,DRUG
NCT03603756,Irinotecan Injection,DRUG
NCT03603756,Paclitaxel liposome,DRUG
NCT03603756,Nedaplatin,DRUG
NCT01504256,"catumaxomab, Fluorouracil, leucovorin, oxaliplatin, docetaxel",DRUG
NCT01504256,"Fluorouracil, leucovorin, oxaliplatin, docetaxel",DRUG
NCT00006156,Control,OTHER
NCT00006156,Drug: FSH,DRUG
NCT04692766,RPH-104,BIOLOGICAL
NCT04692766,Placebo,DRUG
NCT02295566,Nitric Oxide,DRUG
NCT02295566,Control,DRUG
NCT04928066,Iguratimod,DRUG
NCT04928066,Tofacitinib,DRUG
NCT04928066,Pred,DRUG
NCT01909466,"Aripiprazole, OPC-14597",DRUG
NCT00124956,Doxorubicin,DRUG
NCT06813651,TBO-309: 60 mg,DRUG
NCT06813651,TBO-309: 120 mg,DRUG
NCT06813651,TBO-309: 30 mg,DRUG
NCT02930551,Lidocaine,DRUG
NCT02930551,Isotonic Saline,DRUG
NCT00881751,bevacizumab,BIOLOGICAL
NCT00881751,erlotinib hydrochloride,DRUG
NCT00881751,sorafenib tosylate,DRUG
NCT04146051,Descartes-08,DRUG
NCT00376051,Citalopram,DRUG
NCT00520351,ClearCare,DRUG
NCT00520351,Optifree Replenish,DRUG
NCT07435051,Bisphosphonates Combined with Vancomycin,DRUG
NCT07435051,Vancomycin,DRUG
NCT00006251,total-body irradiation,RADIATION
NCT00006251,fludarabine phosphate,DRUG
NCT00006251,cyclosporine,DRUG
NCT00006251,mycophenolate mofetil,DRUG
NCT00006251,nonmyeloablative allogeneic hematopoietic stem cell transplantation,PROCEDURE
NCT00006251,donor lymphocytes,BIOLOGICAL
NCT00006251,peripheral blood stem cell transplantation,PROCEDURE
NCT00006251,laboratory biomarker analysis,OTHER
NCT00002951,fluorouracil,DRUG
NCT00002951,hydroxyurea,DRUG
NCT00002951,surgical procedure,PROCEDURE
NCT00002951,radiation therapy,RADIATION
NCT06707051,Tranexamic Acid,DRUG
NCT06707051,Calcium dobesilate (Doxium),DRUG
NCT02677051,Sulforaphane,DRUG
NCT02677051,Placebo,DRUG
NCT02843451,Milk Thistle,DRUG
NCT02843451,Placebo,DRUG
NCT03403751,Reltecimod 0.5 mg/kg,DRUG
NCT03403751,Placebo,DRUG
NCT03502551,Ketamine,DRUG
NCT02076451,DS-8273a,DRUG
NCT02612051,GSK3008348 Nebuliser solution,DRUG
NCT02612051,Placebo Nebuliser solution,DRUG
NCT02612051,GSK26346763: ([18F]-FBA-A20FMDV2) IV infusion,RADIATION
NCT02950051,Fludarabine,DRUG
NCT02950051,Cyclophosphamide,DRUG
NCT02950051,Rituximab,BIOLOGICAL
NCT02950051,Bendamustine,DRUG
NCT02950051,Venetoclax,DRUG
NCT02950051,Obinutuzumab,BIOLOGICAL
NCT02950051,Ibrutinib,DRUG
NCT03598751,BCD-085,DRUG
NCT03598751,Placebo,DRUG
NCT06237751,Sildenafil 100 MG,DRUG
NCT03675802,misoprostol,DRUG
NCT03675802,dinoprostone,DRUG
NCT06278402,Tofacitinib,DRUG
NCT00291902,SB-681323,DRUG
NCT01986231,Glucagon,DRUG
NCT02477631,Deferiprone,DRUG
NCT03681431,Ceftriaxone 4g/ 24h,DRUG
NCT03681431,Ceftriaxone 2g/ 12h,DRUG
NCT01164956,methylphenidate,DRUG
NCT01164956,Placebo,OTHER
NCT01722422,oxygen and saline,DRUG
NCT05847322,Bordetella pertussis B1917,BIOLOGICAL
NCT05847322,Azithromycin Pill,DRUG
NCT02313922,etanercept combined with methotrexate or etanercept combined with placebo,DRUG
NCT02248753,Pharmacological cardioversion - Flecainide,DRUG
NCT02248753,Electrical cardioversion,PROCEDURE
NCT02248753,Metoprolol,DRUG
NCT02248753,Verapamil,DRUG
NCT02248753,Digoxin,DRUG
NCT02248753,Pharmacological cardioversion - Amiodarone,DRUG
NCT00531453,"bortezomib, dexamethasone, and thalidomide",DRUG
NCT00531453,"bortezomib, dexamethasone, thalidomide, and cyclophosphamide",DRUG
NCT02407353,PF-06648671,DRUG
NCT02407353,Placebo,DRUG
NCT00084253,Atazanavir/ Stavidine / Lamivudine,DRUG
NCT00084253,Atazanavir-Ritonavir/ Stavidine / Lamivudine,DRUG
NCT03296137,Autologous tumor-infiltrating lymphocytes,BIOLOGICAL
NCT03296137,Ipilimumab,DRUG
NCT03296137,Nivolumab,DRUG
NCT03296137,proleukin,DRUG
NCT03296137,Cyclophosphamide,DRUG
NCT03296137,Fludara,DRUG
NCT04049253,Phosphate Buffer Solution,DRUG
NCT01246037,Bisoprolol,DRUG
NCT04639245,Atezolizumab,DRUG
NCT04639245,Cyclophosphamide,DRUG
NCT04639245,Fludarabine,DRUG
NCT04639245,MAGE-A1-specific T Cell Receptor-transduced Autologous T-cells,BIOLOGICAL
NCT04639245,PD1 Inhibitor,BIOLOGICAL
NCT02148445,Standard Smoking Cessation,OTHER
NCT02148445,Extended Nicotine Replacement Therapy,OTHER
NCT02148445,Nicotine replacement therapy,DRUG
NCT00603772,"Atralin (tretinoin) gel, 0.05%",DRUG
NCT02205372,MT-3995,DRUG
NCT02205372,Placebo,DRUG
NCT00576472,Methylphenidate,DRUG
NCT06322095,PD-1,DRUG
NCT06322095,MET inhibitor,DRUG
NCT06322095,ALK inhibitor,DRUG
NCT06322095,BRAF Inhibito,DRUG
NCT06322095,EGFR Monoclonal antibody,DRUG
NCT06322095,GH21,DRUG
NCT06322095,MEK Inhibitor,DRUG
NCT06861439,Tirzepatide,DRUG
NCT03213639,Esomeprazole 40 mg Oral Tablet,DRUG
NCT03213639,Placebo Oral Tablet,DRUG
NCT05318339,Trastuzumab,DRUG
NCT00323557,Sargramostim (GM-CSF),DRUG
NCT00323557,Pneumococcal Vaccine,BIOLOGICAL
NCT03322657,Neostigmine,DRUG
NCT03322657,Glycopyrrolate,DRUG
NCT03322657,Sugammadex,DRUG
NCT01672775,AGS-16C3F,DRUG
NCT01941875,Progesterone Effervescent Vaginal Tablets,DRUG
NCT04874675,diclofenac / acetaminophen /codeine,DRUG
NCT04874675,ibuprofen/acetaminophen/codeine,DRUG
NCT06334575,Budesonide,DRUG
NCT00005875,rubitecan,DRUG
NCT01659775,Sancuso patch,DRUG
NCT01659775,Zofran inj.+Zofran tab.,DRUG
NCT02194257,[14C]-cyclohexane ambroxol oral solution,DRUG
NCT02194257,[14C]-benzyl ambroxol oral solution,DRUG
NCT02194257,Ambroxol lozenge,DRUG
NCT02878057,Apatinib,DRUG
NCT00463801,Daptomycin,DRUG
NCT01473901,BKM120 + temozolomide,DRUG
NCT01473901,BKM120 +temozolomide with/without radiotherapy,DRUG
NCT06037577,CM-101,DRUG
NCT06037577,Placebo,DRUG
NCT04585477,AVENIO ctDNA Surveillance Kit,DEVICE
NCT04585477,Durvalumab,DRUG
NCT04585477,Durvalumab (Imfinzi) alone or in combination with platinum-based chemotherapy,DRUG
NCT00061477,Pemetrexed,DRUG
NCT00061477,Gemcitabine,DRUG
NCT06833112,Secukinumab,DRUG
NCT06833112,Adalimumab,DRUG
NCT02000375,DHEA,DRUG
NCT02004275,pomalidomide,DRUG
NCT02004275,ixazomib,DRUG
NCT02004275,dexamethasone,DRUG
NCT03068481,KDT-3594,DRUG
NCT03068481,Placebo,DRUG
NCT03453281,Aflibercept Injection [Eylea],DRUG
NCT02497781,Ceftazidime -avibactam,DRUG
NCT02497781,Cefepime,DRUG
NCT07466628,300mg of of caffeine anhydrous in 3 capsules similar to PLACEBO in size and weight,DRUG
NCT07466628,Placebo,OTHER
NCT07466628,No Pill,DIETARY_SUPPLEMENT
NCT00758628,Bromefenac,DRUG
NCT00758628,Blink,DRUG
NCT02808728,Pain Cocktail with Exparel,DRUG
NCT02808728,Pain Cocktail with Ropivacaine,DRUG
NCT00874328,Irinotecan,DRUG
NCT00874328,Cisplatin,DRUG
NCT00874328,TS-1 (S-1),DRUG
NCT01803828,Tadalafil,DRUG
NCT01803828,Placebo,DRUG
NCT05788328,Dabigatran etexilate (DE),DRUG
NCT05788328,Rosuvastatin,DRUG
NCT05788328,PF-07081532,DRUG
NCT03860428,Ibuprofen,DRUG
NCT03860428,Paracetamol,DRUG
NCT03860428,Expectant Management,OTHER
NCT02815228,BAY987517,DRUG
NCT00004228,asparaginase,DRUG
NCT00004228,cyclophosphamide,DRUG
NCT00004228,cytarabine,DRUG
NCT00004228,daunorubicin hydrochloride,DRUG
NCT00004228,dexamethasone,DRUG
NCT00004228,doxorubicin hydrochloride,DRUG
NCT00004228,leucovorin calcium,DRUG
NCT00004228,mercaptopurine,DRUG
NCT00004228,methotrexate,DRUG
NCT00004228,prednisone,DRUG
NCT00004228,thioguanine,DRUG
NCT00004228,vincristine sulfate,DRUG
NCT00004228,radiation therapy,RADIATION
NCT03349073,T-1101 (Tosylate),DRUG
NCT03263273,1% Topical Minocycline Gel,DRUG
NCT03263273,3% Topical Minocycline Gel,DRUG
NCT03263273,Topical Vehicle Gel,OTHER
NCT01018173,placebo,DRUG
NCT01018173,taspoglutide,DRUG
NCT06327269,Lenvatinib 10 mg,DRUG
NCT03586869,Aldoxorubicin HCl,DRUG
NCT03586869,ALT-803,BIOLOGICAL
NCT03586869,ETBX-011,BIOLOGICAL
NCT03586869,ETBX-021,BIOLOGICAL
NCT03586869,ETBX-051,BIOLOGICAL
NCT03586869,ETBX-061,BIOLOGICAL
NCT03586869,GI-4000,BIOLOGICAL
NCT03586869,GI-6207,BIOLOGICAL
NCT03586869,GI-6301,BIOLOGICAL
NCT03586869,haNK for infusion,BIOLOGICAL
NCT03586869,bevacizumab,BIOLOGICAL
NCT03586869,Capecitabine,DRUG
NCT03586869,Cyclophosphamide,DRUG
NCT03586869,Fluorouracil,DRUG
NCT03586869,Leucovorin,DRUG
NCT03586869,nab-Paclitaxel,DRUG
NCT03586869,Oxaliplatin,DRUG
NCT03586869,Avelumab,BIOLOGICAL
NCT03586869,SBRT,PROCEDURE
NCT05156983,TAK-330,DRUG
NCT05156983,SOC 4F-PCC,DRUG
NCT02481141,5-ALA-SFC,DRUG
NCT02481141,Placebo,DRUG
NCT01022541,Capecitabine,DRUG
NCT01022541,Oxaliplatin,DRUG
NCT01022541,Bevacizumab,DRUG
NCT01022541,Liver metastasectomy,PROCEDURE
NCT03698383,"Trastuzumab biosimilars(Herzuma), Gedatolisib",DRUG
NCT01068054,tacrolimus,DRUG
NCT01068054,cyclosporins,DRUG
NCT02540954,"Aflibercept (Eylea, VEGF Trap-Eye, BAY86-5321)",DRUG
NCT00753454,Certolizumab pegol,DRUG
NCT02186405,LEVOTHYROXINE,DRUG
NCT00673569,erlotinib hydrochloride,DRUG
NCT00673569,gene expression analysis,GENETIC
NCT00673569,protein expression analysis,GENETIC
NCT00673569,immunoenzyme technique,OTHER
NCT00673569,immunologic technique,OTHER
NCT00673569,laboratory biomarker analysis,OTHER
NCT00673569,needle biopsy,PROCEDURE
NCT06107569,Fecal microbiota transplant (Promicrobioma),OTHER
NCT06107569,Antibiotic,DRUG
NCT07266805,Deucrictibant,DRUG
NCT07266805,Placebo,DRUG
NCT06533605,SSGJ-706,DRUG
NCT00153166,atorvastatin and pioglitazone,DRUG
NCT00153166,atorvastatin/placebo,DRUG
NCT00153166,pioglitazone/placebo,DRUG
NCT00153166,placebo/placebo,DRUG
NCT00190866,Duloxetine,DRUG
NCT00190866,placebo,DRUG
NCT02762266,Stereotactic Body Radiation Therapy,RADIATION
NCT02762266,Transarterial Chemoembolization,PROCEDURE
NCT02762266,embolic agent,DRUG
NCT02762266,lipiodol,DRUG
NCT04921566,Torasemide tablet 10 mg,DRUG
NCT04921566,Toradiur® tablet 10 mg,DRUG
NCT00262522,lopinavir/ritonavir (LPV/r) (tablet or capsule) with nucleoside reverse transcriptase inhibitors (NRTIs),DRUG
NCT02783222,Nab-paclitaxel,DRUG
NCT02137356,standard dose pelvic radiation therapy,RADIATION
NCT02137356,standard dose capecitabine,DRUG
NCT02137356,dose-escalated selinexor treatment,DRUG
NCT02194556,Sequential and maintenance icotinib,DRUG
NCT02194556,Maintenance icotinib,DRUG
NCT02072356,yttrium Y 90 glass microspheres,RADIATION
NCT02072356,laboratory biomarker analysis,OTHER
NCT02072356,TheraSphere,DRUG
NCT01473056,JTK-853,DRUG
NCT01473056,Dose 2 JTK-853,DRUG
NCT01473056,Dose 3 JTK-853,DRUG
NCT01473056,Dose 4 JTK-853,DRUG
NCT01473056,Placebo,DRUG
NCT00358722,Fermagate,DRUG
NCT05242822,KIN-3248,DRUG
NCT00120822,Folic acid,DRUG
NCT02661022,SL-401 7 µg/kg/day,DRUG
NCT02661022,SL-401 9 µg/kg/day,DRUG
NCT02131922,Intensive Treatment,PROCEDURE
NCT02131922,Dental Hygienization Treatment,PROCEDURE
NCT02131922,Chlorhexidine (Intensive Treatment),DRUG
NCT02157922,alginate oligosaccharide,DRUG
NCT00386529,Aspirin enteric coated pellests 100mg,DRUG
NCT01269229,folfox,DRUG
NCT01269229,short course Radiotherapy,RADIATION
NCT04147351,Atezolizumab Injection; bevacizumab Injection,DRUG
NCT06461429,Erythromycin,DRUG
NCT06461429,Amoxicillin and Erythromycin,DRUG
NCT06461429,Azithromycin,DRUG
NCT06461429,Caffeine citrate 20 mg/kg load and 10 mg/kg daily maintenance.,DRUG
NCT06461429,Caffeine citrate 30 mg/kg load and 15 mg/kg daily maintenance.,DRUG
NCT06461429,Caffeine citrate 40 mg/kg load and 20 mg/kg daily maintenance,DRUG
NCT03150329,Laboratory Biomarker Analysis,OTHER
NCT03150329,Pembrolizumab,BIOLOGICAL
NCT03150329,Vorinostat,DRUG
NCT00961831,F-18 (BAY85-8050),DRUG
NCT00570531,Bevacizumab,DRUG
NCT00570531,Paclitaxel,DRUG
NCT00570531,Cisplatin,DRUG
NCT00570531,5-Fluorouracil,DRUG
NCT00570531,Radiation Therapy,RADIATION
NCT00570531,Esophagectomy,PROCEDURE
NCT00031031,Kanglaite Injection (KLT),DRUG
NCT02719431,Warfarin,DRUG
NCT02719431,K-877,DRUG
NCT04365231,Hydroxychloroquine and azithromycin treatment,DRUG
NCT04365231,conventional management of patients,OTHER
NCT01281631,NP001,DRUG
NCT01281631,Placebo,DRUG
NCT05702931,Semaglutide 14 MG [Rybelsus],DRUG
NCT05702931,Placebo,DRUG
NCT06235931,Darcilide +AI (letrozole/anastrozole/Exemestane) + pyrrotinib,DRUG
NCT00003231,cisplatin,DRUG
NCT00003231,docetaxel,DRUG
NCT00003231,surgical procedure,PROCEDURE
NCT00003231,radiation therapy,RADIATION
NCT01750931,Meloxicam GSK 15mg,DRUG
NCT01750931,Mobic 15mg,DRUG
NCT05109702,0.25% Tanfanercept Ophthalmic Solution,DRUG
NCT05109702,Placebo,DRUG
NCT04814056,Afatinib Dimaleate,DRUG
NCT04985656,Pevonedistat,DRUG
NCT04985656,Decitabine,DRUG
NCT04985656,Cedazuridine,DRUG
NCT00842556,Dapagliflozin,DRUG
NCT00842556,Glimepiride,DRUG
NCT00842556,Sitagliptin,DRUG
NCT02519556,Probiatop,DRUG
NCT02519556,Placebo,DRUG
NCT02551237,50 Gy,RADIATION
NCT02551237,Capecitabine,DRUG
NCT02551237,25 Gy,RADIATION
NCT04278937,Azithromycin Tablets,DRUG
NCT06485245,CS060304,DRUG
NCT00141037,Daclizumab,DRUG
NCT00141037,Mycophenolate mofetil (MMF),DRUG
NCT00141037,Prednisone,DRUG
NCT00141037,Tacrolimus,DRUG
NCT00141037,Ganciclovir,DRUG
NCT00141037,Valganciclovir,DRUG
NCT00141037,Trimethoprim and sulfamethoxazole,DRUG
NCT01520545,Gablofen® 3 mg/mL (baclofen injection),DRUG
NCT01520545,SynchroMed® II Programmable Pump,DEVICE
NCT00735072,Placebo,DRUG
NCT00735072,Maraviroc,DRUG
NCT00326872,Cediranib Maleate,DRUG
NCT00691795,Clonidine or fentanyl,DRUG
NCT05389995,Potassium citrate,DRUG
NCT05389995,Crystal light,DRUG
NCT05389995,Potassium citrate + crystal light,DRUG
NCT00041795,leteprinim potassium (Neotrofin),DRUG
NCT02877095,Furosemide,DRUG
NCT06464939,KH001,DRUG
NCT06464939,Placebo,DRUG
NCT01063439,"Busulfan, Etoposide, Cytarabine, Melphalan",DRUG
NCT04676139,Fluoxetine,DRUG
NCT04676139,Placebo,DRUG
NCT06513039,Erythropoietin carried on chitosan carrier,DRUG
NCT06513039,chitosan carrier,OTHER
NCT05215977,MW031,DRUG
NCT05215977,Placebo,DRUG
NCT01943877,scaling root planing,PROCEDURE
NCT01943877,Propolis,DRUG
NCT02664077,Regorafenib,DRUG
NCT02664077,Placebo,DRUG
NCT07477977,Protamine sulfate,DRUG
NCT02300077,methadone,DRUG
NCT02300077,"Control (Intra-operative administration of opioids, other than methadone)",DRUG
NCT07301775,Aflibercept (Eylea),DRUG
NCT00203775,risperidone,DRUG
NCT02170857,Hyaluronic Acid,DRUG
NCT07012057,Deucravacitinb,DRUG
NCT03395977,Placebos,DRUG
NCT03395977,Febuxostat,DRUG
NCT03395977,Rasburicase,DRUG
NCT07493577,Tirofiban,DRUG
NCT07493577,Placebo,DRUG
NCT00173875,Iressa,DRUG
NCT05394857,SHR-1314,DRUG
NCT05494957,New regimen(BdqCfzLzd+XY),DRUG
NCT01120457,BMS-936564 (Anti-CXCR4),DRUG
NCT04417101,Chinese Herb,DRUG
NCT02976701,DLBS1033,DRUG
NCT02976701,Placebo,DRUG
NCT02976701,Standard therapy,DRUG
NCT01735201,AGN-199201 Dose A,DRUG
NCT01735201,AGN-199201 Dose B,DRUG
NCT01735201,AGN-199201 Dose C,DRUG
NCT01735201,AGN-199201 Vehicle,DRUG
NCT02273401,BI 11054 CL,DRUG
NCT02273401,Placebo,DRUG
NCT00313001,biphasic insulin aspart,DRUG
NCT00313001,exenatide,DRUG
NCT00366301,Insulin glargine injection,DRUG
NCT00366301,metformin,DRUG
NCT00366301,Placebo pill,DRUG
NCT03308201,Hemay022+exemestane,DRUG
NCT03308201,Hemay022+letrozole,DRUG
NCT03308201,Hemay022+ fulvestrant,DRUG
NCT01839812,Cosyntropin,DRUG
NCT05070312,MEDI3506,BIOLOGICAL
NCT05070312,Placebo,DRUG
NCT01819012,Isoflurane 1.0 MAC,DRUG
NCT01819012,Isoflurane 1.5 MAC,DRUG
NCT01819012,Isoflurane 2.0 MAC,DRUG
NCT05499312,HKIIM-KU formula,DRUG
NCT05499312,Placebo,DRUG
NCT03113812,ABvac40,DRUG
NCT03113812,Placebo,DRUG
NCT03246581,Tiotropium,DRUG
NCT01027481,Lucentis,DRUG
NCT01169519,Sildenafil by injection,DRUG
NCT03961919,Fludarabine,DRUG
NCT03961919,ARA-C,DRUG
NCT03961919,Treosulfan,DRUG
NCT03961919,Peripheral Blood Stem Cell Transplant,PROCEDURE
NCT03765619,Aspirin,DRUG
NCT02700919,BCT197,DRUG
NCT02700919,Placebo,DRUG
NCT00815919,bortezomib,DRUG
NCT00815919,Prednisone,DRUG
NCT00315328,Atropine,DRUG
NCT00315328,Patching,DEVICE
NCT00315328,Near activities,PROCEDURE
NCT01373528,Budesonide irrigation,DRUG
NCT05667428,leuprorelin,DRUG
NCT05667428,normal saline,DRUG
NCT00861328,ON 01910.Na and irinotecan,DRUG
NCT00861328,ON 01910.Na and oxaliplatin,DRUG
NCT00096967,Avastin (bevacizumab),DRUG
NCT02202200,PD- 0332991,DRUG
NCT06942000,dexmedetomidine 3mcg group,DRUG
NCT06942000,dexmedetomidine 5mcg,DRUG
NCT06942000,preservative-free 0.9% saline.,DRUG
NCT06154200,Testosterone gel 4.5%,DRUG
NCT06154200,Vehicle gel,DRUG
NCT00507000,Cholecalciferol,DRUG
NCT00507000,Lactose granules,DRUG
NCT00637000,Buprenorphine soluble film,DRUG
NCT00637000,Buprenorphine/naloxone film strip,DRUG
NCT00637000,Placebo,DRUG
NCT03413800,Lenalidomide-Dexamethasone-DLI,DRUG
NCT06647407,Pentavalent Meningococcal ABCYW vaccine,BIOLOGICAL
NCT06647407,MenACYW conjugate vaccine,BIOLOGICAL
NCT06647407,Meningococcal group B vaccine,BIOLOGICAL
NCT06647407,Paracetamol,DRUG
NCT06647407,DTap-HepB-IPV-Hib vaccine,BIOLOGICAL
NCT06647407,Rotavirus vaccine,BIOLOGICAL
NCT06647407,Pneumococcal 13-valent conjugate vaccine,BIOLOGICAL
NCT00003396,anti-thymocyte globulin,BIOLOGICAL
NCT00003396,graft-versus-tumor induction therapy,BIOLOGICAL
NCT00003396,cyclophosphamide,DRUG
NCT00003396,melphalan,DRUG
NCT00003396,peripheral blood stem cell transplantation,PROCEDURE
NCT00003396,radiation therapy,RADIATION
NCT03827096,Suspension of human autologous MSC 3P in 1.5 ml,DRUG
NCT07142980,HRS-7172 Tablets,DRUG
NCT03125980,capecitabine plus oxaliplatin before and after surgery,DRUG
NCT03125980,capecitabine plus oxaliplatin after surgery,DRUG
NCT00161980,Fibrin Sealant VH S/D,DRUG
NCT00161980,Surgical intervention alone without Fibrin Sealant VH S/D application,PROCEDURE
NCT04100096,Brexpiprazole,DRUG
NCT04100096,Placebo,OTHER
NCT06800196,KNT-0916,DRUG
NCT01914796,PF-06412562,DRUG
NCT05177796,Carboplatin,DRUG
NCT05177796,Cyclophosphamide,DRUG
NCT05177796,Doxorubicin,DRUG
NCT05177796,Paclitaxel,DRUG
NCT05177796,Panitumumab,BIOLOGICAL
NCT05177796,Pembrolizumab,BIOLOGICAL
NCT02790580,Dose-dense doxorubicin/cyclophosphamide + sunitinib,DRUG
NCT02790580,Dose-dense doxorubicin/cyclophosphamide,DRUG
NCT04149379,Hyperbaric oxygen,DRUG
NCT00454896,VESIcare®,DRUG
NCT00454896,placebo,DRUG
NCT02832362,Carbomer 980,DRUG
NCT02832362,Placebo,OTHER
NCT00853762,Atacicept 25 mg,DRUG
NCT00853762,Atacicept 75 mg,DRUG
NCT00853762,Atacicept 150 mg,DRUG
NCT00506246,Propofol,DRUG
NCT02250846,EGFR-TKI,DRUG
NCT05746546,Transdermal Nicotine patch,DRUG
NCT07428746,Semaglutide,DRUG
NCT06361446,Zonisamide 50 MG,DRUG
NCT06361446,Propranolol,DRUG
NCT05302388,SIBP-R002,DRUG
NCT05302388,Dexamethasone or Methyl prednisolone,DRUG
NCT05302388,Diphenhydramine,DRUG
NCT05302388,Placebo,DRUG
NCT06472388,Everolimus 5 MG,DRUG
NCT00981227,Eslicarbazepine acetate,DRUG
NCT00981227,Placebo,DRUG
NCT01891227,Capecitabine,DRUG
NCT01891227,Bendamustine,DRUG
NCT05501327,SLI-F06,DRUG
NCT01931527,Rasburicase,DRUG
NCT06496061,Norepinephrine,DRUG
NCT06496061,Leg wrapping,PROCEDURE
NCT03910361,Evogliptin,DRUG
NCT03910361,Pioglitazone,DRUG
NCT06168461,Aspirin,DRUG
NCT06168461,Placebo,DRUG
NCT01578161,Dexmedetomidine,DRUG
NCT01578161,0.9% Normal Saline,DRUG
NCT01101061,Romosozumab,DRUG
NCT01101061,Placebo,DRUG
NCT07509242,NB-UVB combined with microneedling and topical 10% secretome,OTHER
NCT07509242,receives NB-UVB combined with intradermal secretome injection,OTHER
NCT07509242,NB-UVB alone,DRUG
NCT03025542,Bimekizumab,DRUG
NCT03025542,Placebo,OTHER
NCT00459342,dasatinib,DRUG
NCT00082186,bosentan,DRUG
NCT04745273,Ondansetron 4 MG (Kemoset 4mg),DRUG
NCT04745273,Salin solution,OTHER
NCT05269173,Flos gossypii flavonoids tablet,DRUG
NCT05222269,68Ga-PTF,DRUG
NCT04859569,LY01011,DRUG
NCT04859569,Xgeva®,DRUG
NCT01926769,Metformin,DRUG
NCT06241469,"Sintilimab,nab-paclitaxel and tegio",DRUG
NCT04268069,PL9643 Ophthalmic Solution,DRUG
NCT04268069,Placebo Ophthalmic Solution,DRUG
NCT06173869,FE 999049,DRUG
NCT06173869,GONAL-F,DRUG
NCT06840483,Zelenectide pevedotin (BT8009),DRUG
NCT01290783,Irintoecan,DRUG
NCT01290783,HA-Irinotecan solution for Infusion,DRUG
NCT00002583,cisplatin,DRUG
NCT00002583,vinorelbine ditartrate,DRUG
NCT03731741,Pentoxifylline,DRUG
NCT00000941,Pravastatin sodium,DRUG
NCT00000941,Simvastatin,DRUG
NCT00000941,Atorvastatin calcium,DRUG
NCT00000941,Ritonavir,DRUG
NCT00000941,Nelfinavir mesylate,DRUG
NCT00000941,Saquinavir,DRUG
NCT00343941,Tucaresol tablets 25 mg,DRUG
NCT00288041,carboplatin,DRUG
NCT00288041,paclitaxel,DRUG
NCT00288041,bortezomib,DRUG
NCT02721641,Herceptin,DRUG
NCT07323641,Biopsy Procedure,PROCEDURE
NCT07323641,Biospecimen Collection,PROCEDURE
NCT07323641,Computed Tomography,PROCEDURE
NCT07323641,Magnetic Resonance Imaging,PROCEDURE
NCT07323641,Osimertinib,DRUG
NCT07323641,Survey Administration,OTHER
NCT07323641,Telisotuzumab Vedotin,BIOLOGICAL
NCT02021669,Omega-3 supplement,DRUG
NCT02021669,Placebo,DRUG
NCT00093405,tanespimycin,DRUG
NCT00443105,Tacrolimus 0.03% ointment (Protopic),DRUG
NCT00924105,CYT013-IL1bQb,DRUG
NCT00924105,Placebo,DRUG
NCT06720805,Pentabiocel,DRUG
NCT06720805,Placebo,DRUG
NCT01507766,early enteral nutrition,DRUG
NCT01507766,Delayed enteral nutrition,DRUG
NCT00394966,SCH 619734 Dose 1,DRUG
NCT00394966,SCH 619734 Dose 2,DRUG
NCT00394966,SCH 619734 Dose 3,DRUG
NCT00394966,SCH 619734 Dose 4,DRUG
NCT00394966,Placebo,DRUG
NCT00886366,AZD6714,DRUG
NCT00886366,Placebo,DRUG
NCT06696794,Mitomycin C (MMC),DRUG
NCT06696794,Normal Saline (Placebo),DRUG
NCT03067194,Celecoxib 100 MG,DRUG
NCT03067194,Celecoxib 200mg,DRUG
NCT01263366,Norepinephrine,DRUG
NCT04041856,Povidone Ophthalmic,DRUG
NCT06091956,Deucravacitinib,DRUG
NCT01661556,Miconazole,DRUG
NCT01661556,Hydroquinone,DRUG
NCT01296256,Bendamustine-EAM,DRUG
NCT05686356,Sutezolid,DRUG
NCT05686356,N-acetyl cysteine,DRUG
NCT05686356,Pretomanid,DRUG
NCT05686356,Bedaquiline,DRUG
NCT05686356,Rifafour,COMBINATION_PRODUCT
NCT05849922,SAR442970,DRUG
NCT05849922,Placebo,DRUG
NCT03675022,Dupilumab,DRUG
NCT01746602,Timoptic® 0.5%,DRUG
NCT01746602,Timophtal sine® 0.5%,DRUG
NCT01746602,Genteal HA®,DEVICE
NCT01746602,Hylo-Comod®,DEVICE
NCT01746602,Thealoz®,DEVICE
NCT03842202,Semaglutide,DRUG
NCT03842202,Placebo,DRUG
NCT02864602,IV dexamethasone,DRUG
NCT03523702,PembroRT,DRUG
NCT05345002,Retifanlimab,DRUG
NCT05345002,All-trans retinoic acid,DRUG
NCT06778902,azacytidine,DRUG
NCT06778902,R-GemOx,DRUG
